Date de l'export,Code du département,Libellé du département,Code du canton,Libellé du canton,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneau0,Nuance0,Binôme0,Sièges0,Voix0,% Voix/Ins0,% Voix/Exp0,N°Panneau1,Nuance1,Binôme1,Sièges1,Voix1,% Voix/Ins1,% Voix/Exp1,N°Panneau2,Nuance2,Binôme2,Sièges2,Voix2,% Voix/Ins2,% Voix/Exp2
30/03/2015 13:58,1,AIN,19,Saint-Genis-Pouilly,13041,8029,61.57,5012,38.43,159,1.22,3.17,70,0.54,1.4,4783,36.68,95.43,4,BC-UG,M. BERTRAND Hubert et Mme SACCHI-HASSANEIN Géraldine, ,1821,13.96,38.07,3,BC-UD,Mme CHARILLON Aurélie et M. RAPHOZ Daniel,Elus,2962,22.71,61.93,,,,,,,
30/03/2015 13:58,1,AIN,20,Thoiry,13863,7978,57.55,5885,42.45,340,2.45,5.78,91,0.66,1.55,5454,39.34,92.68,4,BC-UD,Mme BENIER Muriel et M. BRULHART Michel,Elus,4078,29.42,74.77,1,BC-FN,Mme GALLÉ Fanny et M. NOBLET Gaëtan, ,1376,9.93,25.23,,,,,,,
30/03/2015 13:58,1,AIN,21,Trévoux,21525,11700,54.36,9825,45.64,498,2.31,5.07,229,1.06,2.33,9098,42.27,92.6,5,BC-UG,Mme ACHARD Isabelle et M. ROUSSET Patrick, ,3863,17.95,42.46,2,BC-UD,Mme BARDE Nathalie et M. PECHOUX Marc,Elus,5235,24.32,57.54,,,,,,,
30/03/2015 13:59,1,AIN,22,Villars-les-Dombes,22926,11522,50.26,11404,49.74,732,3.19,6.42,212,0.92,1.86,10460,45.63,91.72,5,BC-UD,M. CORMORECHE Henri et Mme COULON Brigitte,Elus,6232,27.18,59.58,6,BC-FN,Mme CHALON Pénélope et M. SUGY Laurent, ,4228,18.44,40.42,,,,,,,
30/03/2015 13:59,1,AIN,23,Vonnas,16098,7390,45.91,8708,54.09,214,1.33,2.46,49,0.3,0.56,8445,52.46,96.98,1,BC-UG,M. GREFFET Christophe et Mme LOUIS Mireille,Elus,3453,21.45,40.89,3,BC-UD,Mme CLEMENT Marie-Andrée et M. VOISIN Michel, ,2845,17.67,33.69,2,BC-FN,Mme CHAUSSAT Blanche et M. MARQUEYROL Edmond, ,2147,13.34,25.42
30/03/2015 13:59,2,AISNE,1,Bohain-en-Vermandois,15414,6683,43.36,8731,56.64,486,3.15,5.57,261,1.69,2.99,7984,51.8,91.44,3,BC-UG,M. COLLET Michel et Mme SEBASTIJAN Monique,Elus,4033,26.16,50.51,2,BC-FN,Mme GRANDSIRE Hélène et M. GREGOIRE Eric, ,3951,25.63,49.49,,,,,,,
30/03/2015 13:59,2,AISNE,2,Château-Thierry,18382,8903,48.43,9479,51.57,744,4.05,7.85,237,1.29,2.5,8498,46.23,89.65,1,BC-UG,M. BEAUVOIS Bruno et Mme FUSELIER Michèle,Elus,4879,26.54,57.41,4,BC-FN,Mme MOLARD Marie-France et M. PADIEU Dominique, ,3619,19.69,42.59,,,,,,,
30/03/2015 13:59,2,AISNE,3,Chauny,17637,8578,48.64,9059,51.36,265,1.5,2.93,131,0.74,1.45,8663,49.12,95.63,2,BC-UG,M. LANOUILH Jean-Luc et Mme MARCHIONNI Fabienne,Elus,5187,29.41,59.88,3,BC-FN,Mme AGOUTIN Véronique et M. MOREAU Sébastien, ,3476,19.71,40.12,,,,,,,
30/03/2015 13:59,2,AISNE,4,Essômes-sur-Marne,19997,9091,45.46,10906,54.54,767,3.84,7.03,261,1.31,2.39,9878,49.4,90.57,2,BC-UG,M. FOURRÉ Georges et Mme MARICOT Anne,Elus,5144,25.72,52.08,1,BC-FN,M. MULLER Stéphane et Mme ORENGO Andrée, ,4734,23.67,47.92,,,,,,,
30/03/2015 13:59,2,AISNE,5,Fère-en-Tardenois,20007,8827,44.12,11180,55.88,659,3.29,5.89,176,0.88,1.57,10345,51.71,92.53,4,BC-UMP,Mme DERUY Carole et M. RAMPELBERG François,Elus,5432,27.15,52.51,3,BC-FN,Mme CHEVET Mireille et M. LEPAGE Romain, ,4913,24.56,47.49,,,,,,,
30/03/2015 13:59,2,AISNE,6,Guignicourt,18230,8084,44.34,10146,55.66,597,3.27,5.88,242,1.33,2.39,9307,51.05,91.73,1,BC-UG,Mme BRICOT Martine et M. LEBEE Pierre-Marie, ,46,0.25,0.49,3,BC-UD,M. TIMMERMAN Philippe et Mme VANNOBEL Bernadette,Elus,5130,28.14,55.12,4,BC-FN,Mme AGOUTIN Simone et M. MOITIE Jean-Marc, ,4131,22.66,44.39
30/03/2015 13:59,2,AISNE,7,Guise,16941,7116,42,9825,58,750,4.43,7.63,296,1.75,3.01,8779,51.82,89.35,2,BC-SOC,M. THOMAS Thierry et Mme WALTON Monique, ,4047,23.89,46.1,1,BC-FN,M. POLLET Armand et Mme SAILLARD Marion,Elus,4732,27.93,53.9,,,,,,,
30/03/2015 13:59,2,AISNE,8,Hirson,15687,6819,43.47,8868,56.53,598,3.81,6.74,326,2.08,3.68,7944,50.64,89.58,1,BC-UG,Mme DEVAUX Ginette et M. THOMAS Jean-Jacques, ,3588,22.87,45.17,3,BC-FN,Mme FOURNIER Anne-Marie et M. MOUFLARD Claude,Elus,4356,27.77,54.83,,,,,,,
30/03/2015 13:59,2,AISNE,9,Laon-1,17057,7647,44.83,9410,55.17,657,3.85,6.98,207,1.21,2.2,8546,50.1,90.82,3,BC-UG,M. KARIMET Fawaz et Mme TUJEK Annie,Elus,5064,29.69,59.26,1,BC-FN,M. DUMESNIL Jean-Marc et Mme KOENIG Mireille, ,3482,20.41,40.74,,,,,,,
30/03/2015 13:59,2,AISNE,10,Laon-2,16857,7932,47.05,8925,52.95,694,4.12,7.78,227,1.35,2.54,8004,47.48,89.68,2,BC-UG,M. DELEROT Thierry et Mme FOURNIÉ-TURQUIN Brigitte,Elus,4794,28.44,59.9,3,BC-FN,M. BERNARD Christian et Mme VASSEUR Véronique, ,3210,19.04,40.1,,,,,,,
30/03/2015 13:59,2,AISNE,11,Marle,14622,5679,38.84,8943,61.16,666,4.55,7.45,294,2.01,3.29,7983,54.6,89.27,1,BC-UD,Mme ITTELET Isabelle et M. VERZELEN Pierre-Jean,Elus,4915,33.61,61.57,2,BC-FN,M. DUMAND Romain et Mme PARFAIT Marie-Jeanne, ,3068,20.98,38.43,,,,,,,
30/03/2015 13:59,2,AISNE,12,Ribemont,19901,7808,39.23,12093,60.77,253,1.27,2.09,107,0.54,0.88,11733,58.96,97.02,1,BC-UG,Mme BONNARD TREVISAN Florence et M. POTELET Michel,Elus,4687,23.55,39.95,2,BC-UD,M. DIVE Julien et Mme GOBERT Orane, ,2677,13.45,22.82,3,BC-FN,Mme LAHIRE Christelle et M. ROUSSEAU Vincent, ,4369,21.95,37.24
30/03/2015 13:59,2,AISNE,13,Saint-Quentin-1,19067,8857,46.45,10210,53.55,634,3.33,6.21,293,1.54,2.87,9283,48.69,90.92,4,BC-UD,Mme BLERIOT Colette et M. BONIFACE Jean-Pierre,Elus,5499,28.84,59.24,2,BC-FN,Mme LEDORAY Christine et M. SAILLARD Benoît, ,3784,19.85,40.76,,,,,,,
30/03/2015 13:59,2,AISNE,14,Saint-Quentin-2,15584,7541,48.39,8043,51.61,507,3.25,6.3,279,1.79,3.47,7257,46.57,90.23,1,BC-UD,M. DUDEBOUT Thomas et Mme GRUNY Pascale,Elus,4386,28.14,60.44,2,BC-FN,M. BERDAL Kévin et Mme SAILLARD Sylvie, ,2871,18.42,39.56,,,,,,,
30/03/2015 13:59,2,AISNE,15,Saint-Quentin-3,18792,8997,47.88,9795,52.12,772,4.11,7.88,367,1.95,3.75,8656,46.06,88.37,5,BC-UD,Mme DOGNA Jocelyne et M. GRZEZICZAK Freddy,Elus,4699,25.01,54.29,4,BC-FN,M. DEMARCQ Florian et Mme GAUTIER Edwige, ,3957,21.06,45.71,,,,,,,
30/03/2015 13:59,2,AISNE,16,Soissons-1,15972,7854,49.17,8118,50.83,503,3.15,6.2,173,1.08,2.13,7442,46.59,91.67,1,BC-UD,Mme CHAMPENOIS Françoise et M. TORDEUX Pascal,Elus,4101,25.68,55.11,2,BC-FN,M. CHASSAGNOUX Emmanuel et Mme HALLEZ Véronique, ,3341,20.92,44.89,,,,,,,
30/03/2015 13:59,2,AISNE,17,Soissons-2,18092,9245,51.1,8847,48.9,549,3.03,6.21,214,1.18,2.42,8084,44.68,91.38,3,BC-UD,Mme LÉTRILLART Isabelle et M. VANIER Frédéric,Elus,4745,26.23,58.7,2,BC-FN,M. BEAUVAIS Louis-Marie et Mme MANABLE Carole, ,3339,18.46,41.3,,,,,,,
30/03/2015 13:59,2,AISNE,18,Tergnier,21135,10701,50.63,10434,49.37,637,3.01,6.11,257,1.22,2.46,9540,45.14,91.43,3,BC-UG,M. CARREAU Michel et Mme VARLET Caroline,Elus,5071,23.99,53.16,2,BC-FN,Mme DEGUIN-DAWSON Danielle et M. ROUX Jean-Louis, ,4469,21.15,46.84,,,,,,,
30/03/2015 13:59,2,AISNE,19,Vervins,16354,7056,43.15,9298,56.85,421,2.57,4.53,176,1.08,1.89,8701,53.2,93.58,2,BC-UDI,Mme BERTRAND Marie-Françoise et M. FRICOTEAUX Nicolas,Elus,5428,33.19,62.38,5,BC-FN,M. DUROIT Francis et Mme THONNON-DUEZ Valérie, ,3273,20.01,37.62,,,,,,,
30/03/2015 13:59,2,AISNE,21,Villers-Cotterêts,21587,9890,45.81,11697,54.19,720,3.34,6.16,284,1.32,2.43,10693,49.53,91.42,1,BC-UMP,M. RIGAUD André et Mme VASSEUR Isabelle, ,5144,23.83,48.11,2,BC-FN,M. BRIFFAUT Franck et Mme PIGONI Martine,Elus,5549,25.71,51.89,,,,,,,
30/03/2015 13:59,3,ALLIER,1,Bellerive-sur-Allier,13525,6141,45.4,7384,54.6,513,3.79,6.95,249,1.84,3.37,6622,48.96,89.68,1,BC-UD,Mme GONINET Isabelle et M. ROZIER Jean-Jacques,Elus,4679,34.6,70.66,4,BC-FN,Mme CUSSINET Marie-Françoise et M. EON DUVAL Erwan, ,1943,14.37,29.34,,,,,,,
30/03/2015 13:59,3,ALLIER,2,Bourbon-l'Archambault,13141,4999,38.04,8142,61.96,345,2.63,4.24,229,1.74,2.81,7568,57.59,92.95,3,BC-COM,Mme LALOUÉ BUGUET Pakiwa et M. THOLLET Nicolas, ,3760,28.61,49.68,1,BC-UD,M. DERIOT Gérard et Mme TREBOSC-COUPAS Corinne,Elus,3808,28.98,50.32,,,,,,,
30/03/2015 13:59,3,ALLIER,3,Commentry,13801,6215,45.03,7586,54.97,349,2.53,4.6,258,1.87,3.4,6979,50.57,92,2,BC-FG,Mme BLANCHET Elisabeth et M. BOURDIER Sylvain, ,3170,22.97,45.42,3,BC-DVD,M. RIBOULET Claude et Mme TOUZEAU Christiane,Elus,3809,27.6,54.58,,,,,,,
30/03/2015 13:59,3,ALLIER,4,Cusset,12229,5751,47.03,6478,52.97,329,2.69,5.08,212,1.73,3.27,5937,48.55,91.65,4,BC-UG,Mme DUBREUIL Magali et M. FOURNIER Christian, ,2196,17.96,36.99,3,BC-UD,Mme CORNE Annie et M. LALOY Jean-Sébastien,Elus,3741,30.59,63.01,,,,,,,
30/03/2015 13:59,3,ALLIER,5,Dompierre-sur-Besbre,15837,7305,46.13,8532,53.87,423,2.67,4.96,249,1.57,2.92,7860,49.63,92.12,1,BC-UG,Mme GOUBY Valérie et M. LOGNON Alain,Elus,4524,28.57,57.56,3,BC-UD,Mme AUGIER Marie-France et M. GIRARD Pierre, ,3336,21.06,42.44,,,,,,,
30/03/2015 13:59,3,ALLIER,6,Gannat,15308,6462,42.21,8846,57.79,356,2.33,4.02,260,1.7,2.94,8230,53.76,93.04,1,BC-UG,M. BIDET Dominique et Mme JEUDI Aline, ,3100,20.25,37.67,3,BC-DVD,M. BIDAUD André et Mme DEFAY Anne-Marie,Elus,5130,33.51,62.33,,,,,,,
30/03/2015 13:59,3,ALLIER,7,Huriel,12766,5319,41.67,7447,58.33,214,1.68,2.87,153,1.2,2.05,7080,55.46,95.07,4,BC-COM,Mme FENOUILLET Séverine et M. TABUTIN Michel,Elus,3283,25.72,46.37,2,BC-DVD,M. BOCHEF Eric et Mme CARRÉ Marie, ,2061,16.14,29.11,1,BC-FN,M. COURTY Pascal et Mme PEREGRIN Valérie, ,1736,13.6,24.52
30/03/2015 13:59,3,ALLIER,8,Lapalisse,14237,5691,39.97,8546,60.03,203,1.43,2.38,135,0.95,1.58,8208,57.65,96.04,3,BC-RDG,Mme ARNAUD Martine et M. DE CHABANNES Jacques,Elus,3318,23.31,40.42,2,BC-DVD,Mme BRUNI Hélène et M. SZYPULA François, ,3205,22.51,39.05,1,BC-FN,M. CUSSINET Gérard et Mme LOPEZ Claudine, ,1685,11.84,20.53
30/03/2015 13:59,3,ALLIER,9,Montluçon-1,12501,6033,48.26,6468,51.74,305,2.44,4.72,286,2.29,4.42,5877,47.01,90.86,2,BC-SOC,Mme LESCURAT Pascale et M. MALBET Marc,Elus,3495,27.96,59.47,1,BC-DVD,M. GUERIN Jean-Pierre et Mme LESPIAUCQ Mauricette, ,2382,19.05,40.53,,,,,,,
30/03/2015 13:59,3,ALLIER,10,Montluçon-2,12167,6638,54.56,5529,45.44,280,2.3,5.06,202,1.66,3.65,5047,41.48,91.28,2,BC-FG,Mme DE GOUVEIA Geneviève et M. SANVOISIN Christian,Elus,2587,21.26,51.26,5,BC-DVD,Mme FERRY Annie et M. RENAUD Hubert, ,2460,20.22,48.74,,,,,,,
30/03/2015 13:59,3,ALLIER,11,Montluçon-3,14864,7424,49.95,7440,50.05,468,3.15,6.29,255,1.72,3.43,6717,45.19,90.28,2,BC-FG,M. MOTHET Pierre et Mme SIMONET Josette, ,2625,17.66,39.08,1,BC-DVD,M. CHITO Christian et Mme VERGNE Bernadette,Elus,4092,27.53,60.92,,,,,,,
30/03/2015 13:59,3,ALLIER,12,Montluçon-4,11047,5730,51.87,5317,48.13,259,2.34,4.87,231,2.09,4.34,4827,43.7,90.78,4,BC-SOC,M. POZZOLI Bernard et Mme WERTH Juliette,Elus,2889,26.15,59.85,2,BC-UMP,M. AUSSOURD Jean-Michel et Mme GERINIER Joële, ,1938,17.54,40.15,,,,,,,
30/03/2015 13:59,3,ALLIER,13,Moulins-1,12850,6132,47.72,6718,52.28,297,2.31,4.42,226,1.76,3.36,6195,48.21,92.21,1,BC-SOC,M. DENIZOT Alain et Mme HUGUET Eliane,Elus,3167,24.65,51.12,4,BC-DVD,M. LAURENT Jean-Louis et Mme LEGRAND Dominique, ,3028,23.56,48.88,,,,,,,
30/03/2015 13:59,3,ALLIER,14,Moulins-2,14319,7220,50.42,7099,49.58,394,2.75,5.55,227,1.59,3.2,6478,45.24,91.25,3,BC-SOC,M. CHERASSE Jean-Paul et Mme EL YAZALI Bouchra, ,2744,19.16,42.36,1,BC-DVD,M. LAURENT Jean et Mme TABUTIN Nicole,Elus,3734,26.08,57.64,,,,,,,
30/03/2015 13:59,3,ALLIER,15,Saint-Pourçain-sur-Sioule,14306,6695,46.8,7611,53.2,412,2.88,5.41,222,1.55,2.92,6977,48.77,91.67,2,BC-UG,Mme DAVIET Hélène et M. GUILLAUMIN Thierry, ,2367,16.55,33.93,1,BC-DVD,Mme CORTI Catherine et M. COULON Bernard,Elus,4610,32.22,66.07,,,,,,,
30/03/2015 13:59,3,ALLIER,17,Vichy-1,13467,6887,51.14,6580,48.86,422,3.13,6.41,196,1.46,2.98,5962,44.27,90.61,1,BC-DVD,Mme ALBERT-CUISSET Elisabeth et M. MAQUIN Gabriel,Elus,4241,31.49,71.13,2,BC-FN,Mme CONTE Marie-José et M. SIGAUD Jean-Pierre, ,1721,12.78,28.87,,,,,,,
30/03/2015 13:59,3,ALLIER,18,Vichy-2,12742,6954,54.58,5788,45.42,482,3.78,8.33,242,1.9,4.18,5064,39.74,87.49,3,BC-UMP,M. AGUILERA Frédéric et Mme VOITELLIER Evelyne,Elus,3568,28,70.46,1,BC-FN,Mme CAPDEVILA Claudine et M. CRETIER Jean, ,1496,11.74,29.54,,,,,,,
30/03/2015 13:59,3,ALLIER,19,Yzeure,12794,5979,46.73,6815,53.27,396,3.1,5.81,256,2,3.76,6163,48.17,90.43,4,BC-SOC,Mme FOUCAULT Pascale et M. PERRIN Pascal,Elus,3917,30.62,63.56,3,BC-DVD,M. LENOIR Yves et Mme ROUAULT-DELISEE Françoise, ,2246,17.56,36.44,,,,,,,
30/03/2015 13:59,4,ALPES DE HAUTE PROVENCE,1,Barcelonnette,6664,3053,45.81,3611,54.19,195,2.93,5.4,56,0.84,1.55,3360,50.42,93.05,3,BC-SOC,Mme BOISSÉ Sandrine et M. GILLY Lucien, ,1416,21.25,42.14,1,BC-DVD,M. MASSE Roger et Mme VAGINAY RICOURT Sophie,Elus,1944,29.17,57.86,,,,,,,
30/03/2015 13:59,4,ALPES DE HAUTE PROVENCE,2,Castellane,8567,2825,32.98,5742,67.02,254,2.96,4.42,121,1.41,2.11,5367,62.65,93.47,3,BC-SOC,M. SAUVAN Gilbert et Mme VALLEE Alberte,Elus,2712,31.66,50.53,2,BC-UMP,M. BOETTI Jacques et Mme SURLE-GIRIEUD Magali, ,2655,30.99,49.47,,,,,,,
30/03/2015 13:59,4,ALPES DE HAUTE PROVENCE,3,Château-Arnoux-Saint-Auban,9432,3807,40.36,5625,59.64,161,1.71,2.86,67,0.71,1.19,5397,57.22,95.95,2,BC-SOC,Mme COSSERAT Sandrine et M. FIAERT Claude,Elus,2551,27.05,47.27,4,BC-UMP,Mme BONNAFOUX Berengere et M. BONTE Jacques, ,1619,17.16,30,1,BC-FN,Mme BRUN Odile et M. PINZELLI Éric, ,1227,13.01,22.73
30/03/2015 13:59,4,ALPES DE HAUTE PROVENCE,4,Digne-les-Bains-1,8089,3676,45.44,4413,54.56,301,3.72,6.82,173,2.14,3.92,3939,48.7,89.26,2,BC-SOC,M. MASSETTE René et Mme PRIMITERRA Geneviève,Elus,2078,25.69,52.75,4,BC-UMP,M. BARBERO Christian et Mme BEC-ALBANESE Emilie, ,1861,23.01,47.25,,,,,,,
30/03/2015 13:59,4,ALPES DE HAUTE PROVENCE,5,Digne-les-Bains-2,8806,3728,42.33,5078,57.67,330,3.75,6.5,181,2.06,3.56,4567,51.86,89.94,1,BC-DVG,M. CAREL Serge et Mme GRANET Patricia,Elus,2654,30.14,58.11,6,BC-FN,M. CARTAUT Nicolas et Mme TROUDE Christèle, ,1913,21.72,41.89,,,,,,,
30/03/2015 13:59,4,ALPES DE HAUTE PROVENCE,6,Forcalquier,8420,3366,39.98,5054,60.02,362,4.3,7.16,151,1.79,2.99,4541,53.93,89.85,2,BC-SOC,Mme BALASSE Sophie et M. BENFERHAT Khaled,Elus,2321,27.57,51.11,1,BC-UD,M. GEHANT David et Mme PAUL Patricia, ,2220,26.37,48.89,,,,,,,
30/03/2015 13:59,4,ALPES DE HAUTE PROVENCE,7,Manosque-1,8993,4563,50.74,4430,49.26,413,4.59,9.32,146,1.62,3.3,3871,43.04,87.38,2,BC-UD,M. BRES Jacques et Mme COLOMBERO Stéphanie,Elus,2568,28.56,66.34,4,BC-FN,Mme BROCHUS Stéphanie et M. SAUVAIRE Eric, ,1303,14.49,33.66,,,,,,,
30/03/2015 13:59,4,ALPES DE HAUTE PROVENCE,8,Manosque-2,7794,3712,47.63,4082,52.37,281,3.61,6.88,100,1.28,2.45,3701,47.49,90.67,1,BC-SOC,M. AUBERT Roland et Mme FONTAINE-DOMEIZEL Emmanuelle,Elus,2394,30.72,64.69,2,BC-FN,M. FAUCHERAND Michel et Mme GOSCINIAK Sylvie, ,1307,16.77,35.31,,,,,,,
